"date","month","title","cleaned_text","publisher","topic"
2024-02-01,"Feb 2024","Border Deal to Cu t Illegal Immigration Is Released After Months of Talks; Bipartisan measure, which also includes aid for Israel and Ukraine, needs to win over skeptical Republicans","border deal cu illegal immigration release month talk bipartisan measure also include aid israel ukraine need win skeptical republican","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Border Deal to Cut Illegal Immigration Quickly Runs Into Trouble; Senate measure, which also includes aid for Israel and Ukraine, draws opposition from top House Republicans","border deal cut illegal immigration quickly run trouble senate measure also include aid israel ukraine draw opposition top house republican","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Border Talks Restart as Christmas Deadline Approaches; Negotiations over limiting migrants are key to Biden's Ukraine aid hopes","border talk restart christmas deadline approach negotiation limit migrant key biden's ukraine aid hope","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Bosses Are Trying to Keep the Israel-Hamas War Out of the Office. It Isn't Working. Employees on different sides o f the Middle East conflict say they feel unsupported as company leaders seek to head off workplace divisions","boss try keep israel-hamas war office work employee different side middle east conflict say feel unsupported company leader seek head workplace division","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Britain Does Its Part in Ukraine and on Defense Spending; Our military budget will reach 2.5% of GDP by 2030. European allies need to step up as well.","britain part ukraine defense spend military budget will reach 2.5 gdp 2030 european ally need step good","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Brown University Students Continue Hunger Strike Over Treatment of Palestinians; University president says board of trustees won't hear students' demands to divest from suppliers of military goods to Israel","brown university student continue hunger strike treatment palestinian university president say board trustee hear student demand divest supplier military good israel","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Brown University Students End Hunger Strike That Aimed to Help Palestinians; Trustees refuse to hear students' demands to divest from suppliers of military goods to Israel","brown university student end hunger strike aim help palestinian trustee refuse hear student demand divest supplier military good israel","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Bucking G.O.P. Isolationists, McConnell Was Linchpin in Winning Ukraine Aid","buck g.o.p isolationist mcconnell linchpin win ukraine aid","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Business News: Defense Sector Gets Lift From Ukraine Aid --- Lawmakers, military officials criticize buybacks, however, as cash flows swell","business news defense sector get lift ukraine aid lawmaker military official criticize buybacks however cash flow swell","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","By Aiding Ukraine, Mike Johnson Makes America Great Again; No country on Earth has anywhere near the ability to project power around the world at so little cost.","aid ukraine mike johnson make america great country earth anywhere near ability project power around world little cost","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","China's Foreign Minister Questions U.S. Confidence as World Power; Wang Yi also chides Europe and warns about trajectory of war in Ukrai ne","china's foreign minister question u.s confidence world power wang yi also chide europe warn trajectory war ukrai ne","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","China and Russia Claim Moral High Ground Over Palestinian Deaths; The U.S. rivals are tapping outrage over Israel's war in Gaza to gain support in the developing world","china russia claim moral high grind palestinian death u.s rival tap outrage israel's war gaza gain support develop world","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","China Has Crossed Biden's Red Line on Ukraine; The president warned Xi not to provide 'material support' to Russia. Will there be consequences?","china cross biden's red line ukraine president warn xi provide material support russia will consequence","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","China Has Helped Russia Boost Arms Production, U.S. Says; Beijing's support is helping Moscow at critical stage in its war in Ukraine, officials say","china help russia boost arm production u.s say beijing's support help moscow critical stage war ukraine official say","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","China Wants a Bigger Role in the Middle East. But Not Too Big. With the U.S. under fire for support of Israel in the Gaza war, China sees an opening. But Washington's influence is still predominant.","china want big role middle east big u.s fire support israel gaza war china see open washington's influence still predominant","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Chinese, American<U+2014>It Doesn't Matter. Israel Wants Inexpensive Drones. Execut ives and financiers hustle to get off-the-shelf drones to Israel for reconnaissance, rescue","chinese american 2014 matter israel want inexpensive drone execut ives financier hustle get off-the-shelf drone israel reconnaissance rescue","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","College Democrats Back Protests and Criticize Biden’s Israel Policy","college democrat back protest criticize biden’s israel policy","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","Conflict in Israel and Gaza, in Photos","conflict israel gaza photo","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Congress's Moment of Truth on Ukraine Aid; Autocrats worldwide are watching to see if the U.S. and its allies let Vladimir Putin win.","congress's moment truth ukraine aid autocrat worldwide watch see u.s ally let vladimir putin win","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Congress Abandons Ukraine Aid Until Next Year as Border Talks Continue","congress abandon ukraine aid next year border talk continue","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Congress Must Aid Fight Against Illicit Use of Crypto, Treasury Official Says; Deputy Treasury Secretary Wally Adeyemo calls on crypto industry to self-regulate to avoid furthering 'heinous acts' such as Hamas's attack on Israel","congress must aid fight illicit use crypto treasury official say deputy treasury secretary wally adeyemo call crypto industry self-regulate avoid further heinous act hamas's attack israel","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Crowdfunding, Auctions and Raffles: How Ukrainians Are Aiding the Army","crowdfunding auction raffle ukrainian aid army","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Czech Republic Plays Big Role In Supplying Shells to Ukraine","czech republic play big role supply shell ukraine","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","David Cameron Visits Kyiv Aiming to Show That U.K. Hasn’t Forgotten Ukraine","david cameron visit kyiv aim show u.k hasn’t forget ukraine","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Dear Columbia Students, Divestment From Israel Won't Work; Even if the university surrenders, it will be making a statement, not doing anything financially meaningful","dear columbia student divestment israel work even university surrender will make statement anything financially meaningful","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Democratic Coalition Sends Biden a Demand on Military Aid to Israel","democratic coalition send biden demand military aid israel","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Democrats' Fractures On Israel Laid Bare By War","democrat fracture israel lay bare war","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Democrats Take Jewish Voters for Granted; We are liberal and support Israel. The party risks losing us by pandering to its antisemitic elements.","democrat take jewish voter grant liberal support israel party risk lose us pander antisemitic element","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Democrats Upbeat After Sudden Wins on Ukraine Aid and Auto Workers; Biden lags behind in key polls but Democrat s are hopeful that recent policy victories will set up a sharper contrast with Trump","democrat upbeat sudden win ukraine aid auto worker biden lag behind key poll democrat hopeful recent policy victory will set sharp contrast trump","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Democrats, Support Speaker Johnson; We need to put partisan interests aside to defend Ukraine and defeat Putin.","democrat support speaker johnson need put partisan interest aside defend ukraine defeat putin","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Democrats’ Split Over Israel Takes Center Stage in Tense Primary Debate","democrat split israel take center stage tense primary debate","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","DeSantis and Haley Clash Over Military Aid to Ukraine","desantis haley clash military aid ukraine","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Despite McConnell Legacy Push, Ukraine Funding in Increasing Jeopardy","despite mcconnell legacy push ukraine fund increase jeopardy","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Did a Cafe’s Pro-Israel Stance Cause a Staff Revolt? It’s Complicated.","cafe’s pro-israel stance cause staff revolt it’s complicate","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Did Ukraine Miss an Early Chance to Negotiate Peace With Russia? Weeks after the Russian invasion of Ukraine began in February 2022, diplomats from both sides met for peace talks. Then the world learned about Russia's massacre in Bucha.","ukraine miss early chance negotiate peace russia week russian invasion ukraine begin february 2022 diplomat side meet peace talk world learn russia's massacre bucha","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ditching Ukraine Would Help China and Iran; Beijing, Tehran, Moscow and Pyongyang all work closely together. Appease one, and you help the rest.","ditch ukraine help china iran beijing tehran moscow pyongyang work closely together appease one help rest","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Does the West Have a Double Standard for Ukraine and Gaza? Amid passionate accusations of hypocrisy, the U.S. and allies have struggled to persuade the world that they are defending the moral high ground in both conflicts","west double standard ukraine gaza amid passionate accusation hypocrisy u.s ally struggle persuade world defend moral high grind conflict","Wall_Street_News","Ukraine Conflict"
