"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"Yaniv Zaguri skipped a run with his club on Oct. 7 because he was tired from training for the marathon. Two members who went were killed by Hamas.","https://www.nytimes.com/2023/11/05/nyregion/israeli-runner-nyc-marathon.html","Yaniv Zaguri, an Israeli athlete, was so tired from a 22-mile run that was part of his training for the New York City Marathon that he decided to skip an early morning run with his club, the Sderot Front Runners, on Oct. 7.","The New York Times","2023-11-05T16:39:12+0000","nyt://article/6292f0ae-99c4-548a-91ea-46521ca3b28f","article","An Israeli runner mourns members of his run club."
"William J. Burns’s visit comes as the United States tries to prod Israel to pursue a more targeted approach to attacking Hamas, allow pauses in the fighting and do more to avoid civilian casualties.","https://www.nytimes.com/2023/11/05/us/politics/william-burns-israel-middle-east-trip.html","William J. Burns, the C.I.A. director, arrived in Israel on Sunday for discussions with leaders and intelligence officials, the first stop in a multicountry trip in the region, according to U.S. officials.","The New York Times","2023-11-05T19:54:49+0000","nyt://article/86ccf6f2-0c20-5658-9aa5-c7a8f532f1fa","article","C.I.A. Director Visits Israel and the Middle East Amid Israel-Hamas War"
"Israel wants 24,000 assault rifles. Itamar Ben-Gvir, a far-right minister overseeing the police, has given rifles to civilians and is forming “security squads.”","https://www.nytimes.com/2023/11/05/us/politics/israel-us-weapons-west-bank.html","An Israeli government request for 24,000 assault rifles from the United States is drawing scrutiny from American lawmakers and some State Department officials who fear the weapons might end up in the hands of settlers and civilian militias trying to force Palestinians from land in the West Bank, where violence has been surging, U.S. officials say.","The New York Times","2023-11-05T21:23:37+0000","nyt://article/d8f6e369-6746-5491-80f3-a424a5e05532","article","U.S. Officials Fear American Guns Ordered by Israel Could Fuel West Bank Violence"
"Since Russian troops were pushed out of the city of Kherson, they have bombed it relentlessly. Closely held river operations could change that.","https://www.nytimes.com/2023/11/06/world/europe/kherson-ukraine.html","It was just after 1 p.m. when the first of three artillery shells shrieked past Maryna Korifadze’s bomb shelter in Kherson, landing nearby with a bone-rattling crump.","The New York Times","2023-11-06T10:02:37+0000","nyt://article/4bc78b87-654e-5fed-8dd9-c43bed6e523b","article","Ukraine’s Secret Plan to Save a City Trapped in Purgatory"
"Facing a military campaign with no end in sight, tens of thousands of soldiers in Israel find themselves in a holding pattern.","https://www.nytimes.com/2023/11/06/world/middleeast/israeli-reservists.html","For the 360,000 reservists who have been called up as Israel goes to war in Gaza, there are plenty of ways to conjure up nightmares: taking part in a combat operation that accidentally kills an Israeli hostage held by Hamas, confronting Hamas fighters as they pop up from tunnels in a chaotic urban landscape or simply coming upon a Palestinian child who strays within rifle range.","The New York Times","2023-11-06T10:03:34+0000","nyt://article/7c8895f6-34e0-5ea1-b1e2-345df5c93c36","article","Called to Serve, Israeli Reservists Wait to Deploy"
"Plus, Trump faces questioning in his fraud trial and a Times poll finds Biden trailing in swing states.","https://www.nytimes.com/2023/11/06/podcasts/israels-large-attack-on-gaza-and-more.html","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.","The New York Times","2023-11-06T11:11:08+0000","nyt://article/136562b2-6507-569b-870e-ca2d22a2cc03","article","Israel’s ‘Large Attack’ on Gaza, and More"
"Secretary of State Antony J. Blinken warned Iran during a weekend of diplomacy in the Middle East. The U.S. military posted a photo of one of its submarines in the region.","https://www.nytimes.com/2023/11/06/world/middleeast/blinken-iran-israel-hamas-war.html","If Iran had any doubts about American resolve in the Middle East, Secretary of State Antony J. Blinken, with an assist from the Pentagon, spent the weekend reinforcing the notion that the United States was not going anywhere.","The New York Times","2023-11-06T17:43:20+0000","nyt://article/79087f3e-946f-56f4-87d8-28fef77253da","article","Blinken Warns Iran Against Widening the Conflict Between Israel and Hamas"
"The U.N. secretary general, António Guterres, said Monday that 89 employees of UNRWA, its agency aiding Palestinian refugees, had been killed since the war began.","https://www.nytimes.com/2023/11/06/world/middleeast/un-unrwa-death-toll.html","The United Nations secretary general, António Guterres, said on Monday that 89 employees of the U.N. agency aiding Palestinian refugees, known as UNRWA, had been killed in Gaza in the month of war between Israel and Hamas.","The New York Times","2023-11-06T19:00:06+0000","nyt://article/58ceaeb2-1211-553d-a24c-50bbb86db41f","article","U.N. Says Israel-Gaza War Is Deadliest Ever for Its Personnel"
"Israel has been using the kits during its bombing campaign in Gaza.","https://www.nytimes.com/2023/11/06/world/middleeast/us-israel-bomb-equipment-sale.html","The U.S. State Department has approved a $320 million sale to Israel of equipment for kits that turn unguided bombs into more precise, GPS-guided munitions, according to a letter sent by the department to Congress that was obtained by The New York Times. ","The New York Times","2023-11-06T20:11:45+0000","nyt://article/7118a37a-9e30-5e06-a9cc-1a15661d826c","article","The State Department Approves $320 Million Sale of Guided Bomb Equipment to Israel"
"Plus, Trump testifies at his civil fraud trial.","https://www.nytimes.com/2023/11/06/briefing/israel-gaza-trump-trial.html","Israel’s military said yesterday that it had encircled Gaza City, effectively splitting the Gaza Strip in half. Israel said the move would make it harder for Hamas to retain control of the area.","The New York Times","2023-11-06T20:46:41+0000","nyt://article/7d6fa87a-a1e2-51d3-b8b4-eb158598dcc2","article","Tuesday Briefing: Israel Cuts the Gaza Strip in Two"
"Protests over the war have been organized almost daily across the United States.","https://www.nytimes.com/2023/11/06/world/middleeast/protest-statue-of-liberty-israel-gaza.html","Hundreds of protesters boarded ferries to the Statue of Liberty on Monday, carrying banners calling for a cease-fire in the Israel-Hamas war that they unfurled from the statue’s pedestal.","The New York Times","2023-11-06T23:20:56+0000","nyt://article/0a8d032f-b4e1-521b-acd4-52db953fcb06","article","The Statue of Liberty Is the Setting for an Israel-Hamas War Protest"
"Israel’s military surrounded Gaza City as the enclave plunged into another communications blackout, sowing panic among relatives fearful of the fate of loved ones who remain there.","https://www.nytimes.com/2023/11/06/world/middleeast/israel-gaza-blackout.html","The Israeli military said its forces had split the Gaza Strip in two after a night of heavy airstrikes, a move that Israel said would make it more difficult for Hamas to control the enclave.","The New York Times","2023-11-07T04:31:47+0000","nyt://article/75bc39a7-93d6-57cb-9c08-0440dd45f122","article","Israel Says It Has Split Gaza Strip in Two in Drive to Isolate Hamas’s Leadership"
"Ukrainians have been infantilized by the need to vie for international interest.","https://www.nytimes.com/2023/11/07/opinion/ukraine-russia-war.html","The day Hamas attacked Israel, I unexpectedly reunited with my best friend in Kyiv.","The New York Times","2023-11-07T06:00:12+0000","nyt://article/dbd3eb57-cc9c-5bf8-8fc4-59b5a1f0a84d","article","I’m a Ukrainian, and I Refuse to Compete for Your Attention"
"About 5,000 people left the northern half of Gaza during a four-hour window given by the Israeli military on Monday, according to United Nations monitors, a day after Israel said its forces had cleaved the territory in two.","https://www.nytimes.com/2023/11/07/world/middleeast/thousands-of-gazans-fled-south-during-a-window-given-by-israel-the-un-says.html","About 5,000 people left the northern half of Gaza during a four-hour window given by the Israeli military on Monday, according to United Nations monitors, a day after Israel said its forces had cleaved the territory in two.","The New York Times","2023-11-07T10:02:30+0000","nyt://article/691e4b59-2dc3-5656-bb91-40cfb3517cb8","article","Thousands of Gazans fled south during a window given by Israel, the U.N. says."
"Israeli officials say it is impossible to defeat Hamas without killing innocents, a lesson they argue Americans and their allies should understand.","https://www.nytimes.com/2023/11/07/us/politics/israel-gaza-war-death-toll-civilians.html","Falluja. Mosul. Copenhagen. Hiroshima.","The New York Times","2023-11-07T10:02:33+0000","nyt://article/15267f86-6e88-5f1f-aea5-17e78a1bd0b7","article","Under Scrutiny Over Gaza, Israel Points to Civilian Toll of U.S. Wars"
"Maj. Gennadiy Chastyakov, an aide to Ukraine’s top commander, died when a grenade given to him as a gift blew up.","https://www.nytimes.com/2023/11/07/world/europe/ukraine-grenade-birthday-army-aide.html","Ukrainian prosecutors announced on Tuesday that they had opened an investigation into a bizarre explosion at a birthday celebration that killed an aide to Ukraine’s top military commander, in what the authorities portrayed as a tragic accident.","The New York Times","2023-11-07T12:49:51+0000","nyt://article/f1fac73a-d5e4-557c-ae78-57015b1c1b97","article","Ukraine Investigates Birthday Explosion That Killed Military Aide"
